Date	Precipitation[mm]	Temperature[degC]	Temperature_Daylight[degC]	PAR[µmolm-2s-1]	Daylength[h]	PET[mm]
2013-01-01	0.310214	6.250890	6.601922	50.840220	7.943773	0.601266
2013-01-02	0.282886	4.314362	5.258382	61.904832	7.964008	0.399595
2013-01-03	1.448764	6.704768	7.074800	16.214420	7.985895	0.653309
2013-01-04	3.386583	8.742259	9.068126	18.357506	8.009409	0.879384
2013-01-05	4.784713	7.307215	7.412833	23.640687	8.034523	0.723087
2013-01-06	4.105046	6.385473	6.249385	22.697588	8.061206	0.624738
2013-01-07	1.132606	5.531011	5.551961	24.535408	8.089430	0.534610
2013-01-08	4.569198	5.773885	5.940343	10.827185	8.119164	0.562763
2013-01-09	7.380161	5.725204	6.237615	22.454161	8.150373	0.559647
2013-01-10	3.194855	3.257085	4.162319	65.143582	8.183027	0.300626
2013-01-11	0.713231	-1.338720	-0.639606	81.095179	8.217089	0.000000
2013-01-12	0.084109	-2.638199	-1.980833	102.460914	8.252525	0.000000
2013-01-13	0.365300	-2.688919	-2.237732	68.230341	8.289300	0.000000
2013-01-14	0.878289	-3.497269	-2.659956	98.746169	8.327378	0.000000
2013-01-15	0.038320	-3.924556	-2.871823	116.511782	8.366721	0.000000
2013-01-16	2.393161	-3.482585	-2.841852	48.027766	8.407294	0.000000
2013-01-17	1.975188	-2.791595	-2.047199	48.389980	8.449059	0.000000
2013-01-18	0.339536	-3.951324	-3.707451	67.220764	8.491980	0.000000
2013-01-19	0.133856	-5.933121	-5.485135	70.549404	8.536019	0.000000
2013-01-20	0.449802	-5.753866	-4.797253	78.479149	8.581140	0.000000
2013-01-21	7.186749	-6.337896	-5.953865	37.595894	8.627305	0.000000
2013-01-22	0.185651	-8.360611	-8.134489	89.823223	8.674480	0.000000
2013-01-23	0.132752	-8.003566	-7.183447	95.310926	8.722626	0.000000
2013-01-24	0.522438	-6.186050	-5.409161	67.212830	8.771710	0.000000
2013-01-25	0.192724	-7.554311	-7.915846	86.678941	8.821695	0.000000
2013-01-26	0.011633	-8.452657	-7.282416	155.150949	8.872548	0.000000
2013-01-27	1.338312	-0.924540	0.267386	55.026742	8.924233	0.000000
2013-01-28	0.014640	2.032003	2.694855	138.114560	8.976718	0.195444
2013-01-29	3.207303	5.711843	6.617635	41.223782	9.029970	0.618440
2013-01-30	4.096993	9.180949	10.966819	38.092882	9.083956	1.053007
