data_source	time_stamp
https://zenodo.org/records/10609590/files/GLU_GER_2017_SUM_DOY_COG.tif	2024-10-10T09:38:19+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2017_SUM_DOY_COG.tif	2024-10-10T09:38:20+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2017_SUM_DOY_COG.tif	2024-10-10T09:38:20+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2018_SUM_DOY_COG.tif	2024-10-10T09:38:21+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2018_SUM_DOY_COG.tif	2024-10-10T09:38:22+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2019_SUM_DOY_COG.tif	2024-10-10T09:38:23+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2019_SUM_DOY_COG.tif	2024-10-10T09:38:24+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2020_SUM_DOY_COG.tif	2024-10-10T09:38:24+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2020_SUM_DOY_COG.tif	2024-10-10T09:38:25+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2021_SUM_DOY_COG.tif	2024-10-10T09:38:26+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2021_SUM_DOY_COG.tif	2024-10-10T09:38:27+00:00
