Date	Precipitation[mm]	Temperature[degC]	Temperature_Daylight[degC]	PAR[µmolm-2s-1]	Daylength[h]	PET[mm]
2013-01-01	0.309419	6.259506	6.609152	50.778814	7.943702	0.601760
2013-01-02	0.288189	4.320216	5.263099	61.914670	7.963938	0.399842
2013-01-03	1.446755	6.709381	7.079307	16.206312	7.985825	0.653369
2013-01-04	3.395470	8.745341	9.071007	18.360979	8.009340	0.879250
2013-01-05	4.800471	7.312261	7.417411	23.668773	8.034453	0.723185
2013-01-06	4.110519	6.388850	6.252711	22.665369	8.061138	0.624670
2013-01-07	1.139028	5.535370	5.554598	24.454543	8.089362	0.534668
2013-01-08	4.575213	5.778290	5.945610	10.819821	8.119096	0.562820
2013-01-09	7.392619	5.731516	6.243170	22.407059	8.150307	0.559912
2013-01-10	3.197342	3.262563	4.168051	65.096424	8.182961	0.300879
2013-01-11	0.714482	-1.332947	-0.634378	81.153762	8.217024	0.000000
2013-01-12	0.083885	-2.626857	-1.975156	102.441979	8.252461	0.000000
2013-01-13	0.363615	-2.681564	-2.233722	68.202361	8.289236	0.000000
2013-01-14	0.876247	-3.487941	-2.650345	98.718137	8.327314	0.000000
2013-01-15	0.038860	-3.911067	-2.860205	116.443681	8.366659	0.000000
2013-01-16	2.388582	-3.475438	-2.835126	47.994841	8.407232	0.000000
2013-01-17	1.968191	-2.784587	-2.041805	48.361973	8.448998	0.000000
2013-01-18	0.337925	-3.944611	-3.701364	67.179716	8.491920	0.000000
2013-01-19	0.133400	-5.926376	-5.478889	70.534699	8.535960	0.000000
2013-01-20	0.446396	-5.746684	-4.787069	78.617043	8.581081	0.000000
2013-01-21	7.169517	-6.333725	-5.949980	37.568099	8.627248	0.000000
2013-01-22	0.185890	-8.357991	-8.130169	89.940220	8.674423	0.000000
2013-01-23	0.133183	-8.003815	-7.181887	95.309867	8.722571	0.000000
2013-01-24	0.522922	-6.183965	-5.406846	67.219838	8.771655	0.000000
2013-01-25	0.192112	-7.552470	-7.914015	86.714404	8.821641	0.000000
2013-01-26	0.011623	-8.440593	-7.279670	155.235741	8.872495	0.000000
2013-01-27	1.342997	-0.922195	0.269200	55.048640	8.924181	0.000000
2013-01-28	0.014686	2.034454	2.698133	138.169039	8.976667	0.195462
2013-01-29	3.219923	5.716293	6.623459	41.267922	9.029920	0.618513
2013-01-30	4.101488	9.187332	10.974114	38.157914	9.083907	1.053276
2013-01-31	0.808401	5.655736	6.425442	122.098843	9.138598	0.618605
2013-02-01	4.545979	4.320801	5.305312	77.376661	9.193962	0.461666
2013-02-02	2.814918	1.276286	2.245750	77.693918	9.249968	0.120074
2013-02-03	3.077048	1.086965	2.136394	110.213437	9.306589	0.101098
2013-02-04	4.269700	3.449605	4.556709	35.922740	9.363796	0.366261
2013-02-05	1.907825	2.423269	3.973168	108.167986	9.421561	0.249073
2013-02-06	0.026567	-0.597758	1.383992	144.331238	9.479858	0.000000
2013-02-07	2.816370	-0.388250	1.665101	152.721100	9.538661	0.000000
2013-02-08	1.461291	-1.643031	-0.034377	130.524306	9.597946	0.000000
2013-02-09	1.332008	-1.329244	-0.006138	145.237431	9.657687	0.000000
2013-02-10	0.009337	-2.298421	-0.635219	208.189884	9.717863	0.000000
2013-02-11	0.019527	-2.427943	-1.337071	121.278600	9.778451	0.000000
2013-02-12	0.738310	-1.703588	-0.899502	110.363171	9.839428	0.000000
2013-02-13	1.034820	-1.203405	-0.115476	140.462419	9.900775	0.000000
2013-02-14	0.017080	-1.933034	-1.255882	129.139850	9.962471	0.000000
2013-02-15	0.028556	-0.318334	1.876535	189.527986	10.024497	0.000000
2013-02-16	1.425199	1.372971	3.255887	100.797963	10.086834	0.141985
2013-02-17	0.497247	0.699488	1.614099	83.302720	10.149465	0.067613
2013-02-18	0.103014	0.377858	1.477884	108.897708	10.212373	0.034358
2013-02-19	5.081629	0.285405	1.239160	72.776221	10.275541	0.025323
2013-02-20	1.474775	-1.749705	-0.852975	193.257454	10.338954	0.000000
2013-02-21	1.292509	-3.501958	-2.466857	146.739317	10.402596	0.000000
2013-02-22	2.191695	-4.285716	-3.263892	191.236493	10.466453	0.000000
2013-02-23	9.113022	-3.738185	-3.706934	91.717760	10.530512	0.000000
2013-02-24	4.675932	-0.505351	0.118755	91.323733	10.594760	0.000000
2013-02-25	4.321266	0.900945	1.137912	81.350579	10.659183	0.094025
2013-02-26	0.786870	0.521240	0.826188	59.657598	10.723769	0.051550
2013-02-27	0.657593	0.188599	0.560398	98.549537	10.788508	0.016791
2013-02-28	0.101793	0.518041	1.402071	146.613704	10.853388	0.051818
2013-03-01	0.305696	0.383286	1.884088	138.289213	10.918398	0.037319
2013-03-02	0.001084	-1.992981	0.804187	299.527130	10.983530	0.000000
2013-03-03	0.154049	0.586243	2.290311	168.342836	11.048771	0.060508
2013-03-04	0.011860	0.520554	2.999672	316.935023	11.114115	0.053348
2013-03-05	0.000858	1.803996	5.275219	340.057731	11.179551	0.213034
2013-03-06	0.000000	3.632980	7.373723	342.635278	11.245072	0.465859
2013-03-07	1.937565	4.001338	6.155801	157.038646	11.310669	0.521564
2013-03-08	0.264802	3.153219	3.546043	105.214792	11.376334	0.402773
2013-03-09	1.671600	0.241984	0.532692	53.105700	11.442060	0.023480
2013-03-10	6.167196	0.839060	3.041574	103.593993	11.507839	0.093806
2013-03-11	0.814951	-3.494324	-2.927527	177.495313	11.573665	0.000000
2013-03-12	4.402658	-4.178614	-3.584923	148.276111	11.639531	0.000000
2013-03-13	0.692789	-5.055954	-3.652122	239.132130	11.705431	0.000000
2013-03-14	0.716123	-4.603953	-1.801521	341.488958	11.771357	0.000000
2013-03-15	0.707541	-4.160985	-2.296638	338.142037	11.837304	0.000000
2013-03-16	0.000005	-3.129018	-0.575270	403.051806	11.903265	0.000000
2013-03-17	0.060111	0.518148	2.151255	301.609792	11.969236	0.057158
2013-03-18	8.258937	0.955373	1.866433	137.518414	12.035209	0.113301
2013-03-19	3.834027	-0.621333	0.362952	217.719722	12.101180	0.000000
2013-03-20	4.492536	-1.481303	-0.606781	237.907014	12.167142	0.000000
2013-03-21	1.937034	-1.311844	-0.146626	228.806921	12.233091	0.000000
2013-03-22	0.411515	-3.829880	-2.053446	198.154329	12.299019	0.000000
2013-03-23	0.073348	-5.906128	-5.508205	390.278380	12.364923	0.000000
2013-03-24	0.000852	-6.344533	-4.887873	468.664769	12.430796	0.000000
2013-03-25	0.001926	-4.198598	-2.935485	428.835093	12.496633	0.000000
